Datetime,Global_active_power,Predicted_Power,Prediction_Error,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Hour,DayOfWeek,IsWeekend,Usage_Category,High_Power_Alert,Poor_Prediction
2010-11-13 02:53:00,0.332,0.30266666666666664,0.029333333333333378,243.74,1.4,0.0,0.0,0.0,2,5,1,Low Usage,0,0
2010-11-13 02:58:00,0.236,0.2991212121212122,0.06312121212121219,243.41,1.0,0.0,0.0,0.0,2,5,1,Low Usage,0,0
2010-11-13 03:03:00,0.236,0.2821212121212121,0.04612121212121212,244.06,1.0,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:08:00,0.238,0.2848787878787878,0.0468787878787878,245.03,1.0,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:13:00,0.238,0.2917272727272726,0.053727272727272624,245.7,1.0,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:18:00,0.314,0.2733333333333333,0.040666666666666684,243.97,1.2,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:23:00,0.416,0.27993939393939393,0.13606060606060605,243.98,1.8,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:28:00,0.34,0.31666666666666665,0.023333333333333373,245.33,1.4,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:33:00,0.336,0.32030303030303026,0.015696969696969765,245.52,1.4,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:38:00,0.336,0.31796969696969696,0.018030303030303063,246.2,1.4,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:43:00,0.24,0.32178787878787873,0.08178787878787874,245.79,1.0,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:48:00,0.24,0.31857575757575746,0.07857575757575747,245.79,1.0,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:53:00,0.236,0.30596969696969695,0.06996969696969696,244.18,1.0,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 03:58:00,0.318,0.2958787878787879,0.022121212121212097,245.22,1.2,0.0,0.0,0.0,3,5,1,Low Usage,0,0
2010-11-13 04:03:00,0.27,0.2971212121212121,0.0271212121212121,245.48,1.2,0.0,0.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:08:00,0.35,0.2786363636363637,0.0713636363636363,246.23,1.4,0.0,0.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:13:00,0.34,0.2856969696969697,0.0543030303030303,245.8,1.4,0.0,0.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:18:00,0.34,0.2843333333333334,0.05566666666666664,247.03,1.4,0.0,0.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:23:00,0.386,0.2944545454545454,0.0915454545454546,246.54,1.8,0.0,0.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:28:00,0.326,0.3403636363636363,0.0143636363636363,246.45,1.4,0.0,2.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:33:00,0.36,0.3515151515151515,0.008484848484848484,244.52,1.6,0.0,2.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:38:00,0.4,0.3737878787878788,0.026212121212121242,245.92,1.8,0.0,2.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:43:00,0.318,0.4083030303030303,0.09030303030303027,245.6,1.4,0.0,1.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:48:00,0.314,0.3922121212121212,0.07821212121212118,244.31,1.2,0.0,2.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:53:00,0.422,0.3712424242424242,0.05075757575757578,244.66,1.8,0.0,1.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 04:58:00,0.412,0.38206060606060605,0.029939393939393932,243.97,1.8,0.0,1.0,0.0,4,5,1,Low Usage,0,0
2010-11-13 05:03:00,0.41,0.39848484848484844,0.011515151515151534,245.25,1.8,0.0,2.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:08:00,0.316,0.3997878787878788,0.0837878787878788,245.9,1.2,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:13:00,0.39,0.3803636363636363,0.00963636363636372,245.16,1.8,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:18:00,0.386,0.38503030303030295,0.0009696969696970648,244.25,1.6,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:23:00,0.31,0.38609090909090904,0.07609090909090904,244.37,1.2,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:28:00,0.312,0.3694848484848484,0.057484848484848416,244.41,1.2,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:33:00,0.326,0.34427272727272734,0.01827272727272733,246.04,1.4,0.0,2.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:38:00,0.408,0.3315757575757576,0.0764242424242424,244.86,1.8,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:43:00,0.408,0.35624242424242425,0.051757575757575724,244.58,1.8,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:48:00,0.404,0.3631515151515152,0.0408484848484848,244.28,1.8,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:53:00,0.378,0.3637878787878788,0.014212121212121176,243.1,1.6,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 05:58:00,0.376,0.37457575757575756,0.001424242424242439,243.5,1.6,0.0,1.0,0.0,5,5,1,Low Usage,0,0
2010-11-13 06:03:00,0.31,0.38457575757575757,0.07457575757575757,244.07,1.2,0.0,1.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:08:00,0.236,0.3737878787878788,0.1377878787878788,245.7,1.0,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:13:00,0.242,0.32293939393939386,0.08093939393939387,246.11,1.0,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:18:00,0.352,0.2934242424242424,0.05857575757575756,243.86,1.4,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:23:00,0.332,0.3064545454545455,0.025545454545454538,243.23,1.4,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:28:00,0.332,0.2982424242424242,0.03375757575757582,243.48,1.4,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:33:00,0.404,0.2894545454545455,0.1145454545454545,242.53,1.8,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:38:00,0.31,0.30672727272727274,0.0032727272727272605,244.99,1.2,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:43:00,0.494,0.3065151515151515,0.18748484848484848,243.46,2.0,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:48:00,0.57,0.3720909090909091,0.19790909090909087,243.55,2.4,0.0,0.0,0.0,6,5,1,Low Usage,0,0
2010-11-13 06:53:00,1.69,0.45824242424242423,1.2317575757575758,242.65,7.0,0.0,0.0,18.0,6,5,1,Normal Usage,0,1
2010-11-13 06:58:00,1.63,0.9046666666666665,0.7253333333333334,241.32,6.6,0.0,0.0,18.0,6,5,1,Normal Usage,0,0
2010-11-13 07:03:00,2.534,1.2710303030303027,1.262969696969697,240.22,10.4,0.0,0.0,17.0,7,5,1,Normal Usage,0,1
2010-11-13 07:08:00,2.374,1.8677272727272727,0.5062727272727274,239.45,9.8,0.0,0.0,18.0,7,5,1,Normal Usage,0,0
2010-11-13 07:13:00,2.158,2.29430303030303,0.13630303030303015,239.16,9.0,0.0,0.0,18.0,7,5,1,Normal Usage,0,0
2010-11-13 07:18:00,2.14,2.5529696969696962,0.4129696969696961,238.45,9.0,0.0,0.0,17.0,7,5,1,Normal Usage,0,0
2010-11-13 07:23:00,2.0,2.741878787878787,0.7418787878787869,239.76,8.2,0.0,0.0,18.0,7,5,1,Normal Usage,0,0
2010-11-13 07:28:00,2.308,2.79860606060606,0.49060606060606027,239.93,9.8,0.0,0.0,17.0,7,5,1,Normal Usage,0,0
2010-11-13 07:33:00,2.242,2.882181818181818,0.640181818181818,238.3,9.8,0.0,0.0,17.0,7,5,1,Normal Usage,0,0
2010-11-13 07:38:00,1.774,2.869212121212121,1.0952121212121209,239.48,7.4,0.0,0.0,18.0,7,5,1,Normal Usage,0,1
2010-11-13 07:43:00,2.0,2.596757575757575,0.5967575757575752,239.95,8.2,0.0,0.0,18.0,7,5,1,Normal Usage,0,0
2010-11-13 07:48:00,1.994,2.372121212121212,0.3781212121212121,240.19,8.2,0.0,0.0,18.0,7,5,1,Normal Usage,0,0
2010-11-13 07:53:00,1.98,2.0931515151515154,0.11315151515151545,241.33,8.2,0.0,0.0,18.0,7,5,1,Normal Usage,0,0
2010-11-13 07:58:00,1.876,1.9823636363636368,0.10636363636363688,240.79,7.8,0.0,0.0,18.0,7,5,1,Normal Usage,0,0
2010-11-13 08:03:00,1.632,1.8110000000000002,0.17900000000000027,240.84,6.8,0.0,0.0,18.0,8,5,1,Normal Usage,0,0
2010-11-13 08:08:00,1.542,1.7388787878787881,0.1968787878787881,241.08,6.4,0.0,0.0,18.0,8,5,1,Normal Usage,0,0
2010-11-13 08:13:00,1.532,1.6438181818181823,0.11181818181818226,240.23,6.4,0.0,0.0,17.0,8,5,1,Normal Usage,0,0
2010-11-13 08:18:00,1.526,1.537424242424243,0.011424242424243003,240.05,6.2,0.0,0.0,18.0,8,5,1,Normal Usage,0,0
2010-11-13 08:23:00,1.494,1.4536666666666669,0.04033333333333311,240.1,6.2,0.0,0.0,17.0,8,5,1,Normal Usage,0,0
2010-11-13 08:28:00,1.492,1.357454545454546,0.13454545454545408,240.47,6.2,0.0,0.0,18.0,8,5,1,Normal Usage,0,0
2010-11-13 08:33:00,1.522,1.348909090909091,0.17309090909090896,240.67,6.2,0.0,0.0,18.0,8,5,1,Normal Usage,0,0
2010-11-13 08:38:00,1.52,1.3734545454545455,0.14654545454545453,240.37,6.2,0.0,0.0,17.0,8,5,1,Normal Usage,0,0
2010-11-13 08:43:00,1.646,1.3307878787878786,0.3152121212121213,242.62,6.8,0.0,0.0,18.0,8,5,1,Normal Usage,0,0
2010-11-13 08:48:00,1.556,1.3896060606060607,0.16639393939393932,242.03,6.4,0.0,0.0,17.0,8,5,1,Normal Usage,0,0
2010-11-13 08:53:00,1.554,1.4332424242424247,0.1207575757575754,241.37,6.4,0.0,0.0,18.0,8,5,1,Normal Usage,0,0
2010-11-13 08:58:00,0.468,1.4931515151515153,1.0251515151515154,240.45,2.0,0.0,0.0,0.0,8,5,1,Low Usage,0,1
2010-11-13 09:03:00,0.54,1.188363636363636,0.648363636363636,241.39,2.2,0.0,0.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:08:00,0.732,0.9198181818181819,0.18781818181818188,240.58,3.0,0.0,0.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:13:00,0.804,0.7458181818181819,0.05818181818181811,238.97,3.4,0.0,0.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:18:00,0.932,0.6305151515151517,0.30148484848484836,239.28,4.0,0.0,1.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:23:00,0.932,0.5896969696969696,0.34230303030303044,239.1,4.0,0.0,1.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:28:00,0.926,0.5690909090909093,0.35690909090909073,239.64,4.0,0.0,1.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:33:00,0.826,0.5716060606060609,0.25439393939393906,238.29,3.4,0.0,1.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:38:00,0.86,0.5728787878787882,0.2871212121212118,239.34,3.6,0.0,1.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:43:00,0.818,0.6166969696969697,0.2013030303030302,237.49,3.4,0.0,2.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:48:00,0.696,0.7032424242424242,0.007242424242424272,235.56,3.0,0.0,2.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:53:00,0.624,0.7676666666666666,0.1436666666666666,237.07,3.0,0.0,1.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 09:58:00,0.4,0.8467575757575758,0.4467575757575758,235.59,1.8,0.0,1.0,0.0,9,5,1,Low Usage,0,0
2010-11-13 10:03:00,0.39,0.6630909090909091,0.27309090909090905,236.28,1.8,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:08:00,0.382,0.49445454545454565,0.11245454545454564,234.26,1.8,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:13:00,0.384,0.37069696969696975,0.013303030303030261,235.8,1.8,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:18:00,0.366,0.2787878787878788,0.08721212121212119,235.15,1.6,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:23:00,0.366,0.22712121212121206,0.13887878787878793,237.32,1.6,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:28:00,0.306,0.20118181818181835,0.10481818181818164,238.46,1.2,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:33:00,0.302,0.1796969696969698,0.12230303030303019,236.9,1.2,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:38:00,0.462,0.1638484848484849,0.2981515151515151,236.74,2.0,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:43:00,0.57,0.23236363636363627,0.3376363636363637,236.64,2.4,0.0,1.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:48:00,0.56,0.34606060606060607,0.21393939393939398,237.21,2.4,0.0,2.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:53:00,0.488,0.44181818181818183,0.04618181818181816,235.69,2.0,0.0,0.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 10:58:00,0.566,0.5044848484848483,0.061515151515151634,238.43,2.4,0.0,0.0,0.0,10,5,1,Low Usage,0,0
2010-11-13 11:03:00,1.072,0.5518181818181818,0.5201818181818183,236.5,5.2,0.0,0.0,0.0,11,5,1,Normal Usage,0,0
2010-11-13 11:08:00,0.504,0.758151515151515,0.254151515151515,238.58,2.2,0.0,0.0,0.0,11,5,1,Low Usage,0,0
2010-11-13 11:13:00,0.43,0.7424545454545454,0.3124545454545454,238.27,2.0,0.0,0.0,0.0,11,5,1,Low Usage,0,0
2010-11-13 11:18:00,1.49,0.6969696969696968,0.7930303030303032,237.47,6.2,0.0,0.0,18.0,11,5,1,Normal Usage,0,0
2010-11-13 11:23:00,1.448,0.9989090909090907,0.4490909090909092,235.72,6.2,0.0,0.0,17.0,11,5,1,Normal Usage,0,0
2010-11-13 11:28:00,1.574,1.2357575757575756,0.33824242424242446,238.28,6.6,0.0,0.0,17.0,11,5,1,Normal Usage,0,0
2010-11-13 11:33:00,1.54,1.4526969696969694,0.08730303030303066,235.85,6.4,0.0,0.0,17.0,11,5,1,Normal Usage,0,0
2010-11-13 11:38:00,1.618,1.5998181818181818,0.0181818181818183,236.2,6.8,0.0,0.0,17.0,11,5,1,Normal Usage,0,0
2010-11-13 11:43:00,1.628,1.7506060606060605,0.12260606060606061,237.76,6.8,0.0,0.0,17.0,11,5,1,Normal Usage,0,0
2010-11-13 11:48:00,1.468,1.8750909090909087,0.4070909090909087,238.02,6.2,0.0,0.0,17.0,11,5,1,Normal Usage,0,0
2010-11-13 11:53:00,0.772,1.896030303030303,1.124030303030303,238.0,3.2,0.0,0.0,0.0,11,5,1,Low Usage,0,1
2010-11-13 11:58:00,0.79,1.6284242424242423,0.8384242424242423,241.71,3.4,0.0,0.0,0.0,11,5,1,Low Usage,0,0
2010-11-13 12:03:00,0.776,1.3704545454545454,0.5944545454545453,239.51,3.2,0.0,0.0,0.0,12,5,1,Low Usage,0,0
2010-11-13 12:08:00,0.972,1.2049696969696968,0.23296969696969683,239.93,4.0,0.0,0.0,0.0,12,5,1,Low Usage,0,0
2010-11-13 12:13:00,1.066,0.9977878787878789,0.06821212121212117,238.44,4.4,0.0,0.0,0.0,12,5,1,Normal Usage,0,0
2010-11-13 12:18:00,1.734,0.7849696969696973,0.9490303030303027,237.58,7.2,0.0,0.0,0.0,12,5,1,Normal Usage,0,0
2010-11-13 12:23:00,1.438,0.990757575757576,0.447242424242424,239.78,6.2,0.0,0.0,0.0,12,5,1,Normal Usage,0,0
2010-11-13 12:28:00,1.226,1.077878787878788,0.14812121212121188,238.19,5.2,0.0,0.0,0.0,12,5,1,Normal Usage,0,0
2010-11-13 12:33:00,0.554,1.1215151515151518,0.5675151515151518,238.56,2.4,0.0,0.0,0.0,12,5,1,Low Usage,0,0
2010-11-13 12:38:00,0.494,0.9497575757575758,0.4557575757575758,239.13,2.0,0.0,0.0,0.0,12,5,1,Low Usage,0,0
2010-11-13 12:43:00,0.496,0.8193636363636366,0.32336363636363663,238.73,2.0,0.0,0.0,0.0,12,5,1,Low Usage,0,0
2010-11-13 12:48:00,0.936,0.7428484848484852,0.19315151515151485,238.36,4.4,0.0,0.0,4.0,12,5,1,Low Usage,0,0
2010-11-13 12:53:00,1.752,0.8305151515151517,0.9214848484848484,237.5,7.4,0.0,0.0,17.0,12,5,1,Normal Usage,0,0
2010-11-13 12:58:00,1.69,1.0667272727272727,0.6232727272727272,236.89,7.2,0.0,0.0,18.0,12,5,1,Normal Usage,0,0
2010-11-13 13:03:00,1.672,1.2415454545454545,0.4304545454545454,235.26,7.2,0.0,0.0,17.0,13,5,1,Normal Usage,0,0
2010-11-13 13:08:00,1.868,1.3664848484848484,0.5015151515151517,236.46,7.8,0.0,0.0,17.0,13,5,1,Normal Usage,0,0
2010-11-13 13:13:00,1.824,1.5576060606060604,0.2663939393939396,238.25,7.6,0.0,0.0,18.0,13,5,1,Normal Usage,0,0
